institution,addr,lat,lng
DePaul University,"Chicago, IL 60614, USA",41.9247559,-87.6566465
Muslim Council of Great Britain,"Whitechapel, London E1 2WJ, UK",51.5180722,-0.0572003
Université Catholique du Graben,"Butembo, Democratic Republic of the Congo",0.127952,29.2835855
INDI,"6001 Winter Haven Rd NW C, Albuquerque, NM 87120, USA",35.149234,-106.6839586
Tulane National Primate Research Center,"Covington, LA 70433, USA",30.44869109999999,-90.0945371
Kanazawa University,"Kakumamachi, Kanazawa, Ishikawa 920-1192, Japan",36.5454425,136.7077503
Institut Pasteur de Madagascar,"Antananarivo 101, Madagascar",-18.902403,47.546423
Sam Ratulangi University,"bahu link 8, Bahu, Kec. Malalayang, Kota Manado, Sulawesi Utara, Indonesia",1.4561811,124.8273481
CReSA-IRTA,"08193 Bellaterra, Barcelona, Spain",41.5048372,2.0966613
University of Hawaii at Hilo,"200 W Kawili St, Hilo, HI 96720, USA",19.7011389,-155.0814464
Laval University,"2325 Rue de l'Université, Québec, QC G1V 0A6, Canada",46.78174629999999,-71.2747424
Hubei University,"1 Huangjiahu W Rd, Hongshan Qu, Wuhan Shi, Hubei Sheng, China",30.44873,114.271682
University of Leeds,"Woodhouse, Leeds LS2 9JT, UK",53.8066815,-1.5550328
Laboratorio Central,"Centro, 83000 Hermosillo, Son., Mexico",29.0833602,-110.9633095
UEMA,"350 Main St, Salt Lake City, UT 84114, USA",40.7772289,-111.8916895
Tanzanian Training Centre for International Health,"P.BOX 39 Ifakara Tanzania Mlabani passage, Ifakara, Tanzania",-8.1454848,36.6823451
Universidade Federal do Espirito Santo,"Av. Fernando Ferrari, 514 - Goiabeiras, Vitória - ES, 29075-910, Brazil",-20.2769549,-40.3046767
Institut de Biologie Paris Seine (B2A-IBPS),"7 Quai Saint-Bernard, 75005 Paris, France",48.8476985,2.3592451
University of Palermo,"Piazza Marina, 61, 90133 Palermo PA, Italy",38.11779,13.369838
Hokkaido University Hospital,"5 Chome Kita 14 Jonishi, Kita Ward, Sapporo, Hokkaido 060-8648, Japan",43.077676,141.3453694
‡ University of Arizona,"Tucson, AZ 85721, USA",32.2318851,-110.9501094
Hainan University,"China, Haikou Shi, Meilan Qu, 第一食堂2楼",20.06199,110.32874
Branch Potsdam Am Mühlenberg,"Platz der Einheit 14, 14467 Potsdam, Germany",52.3995173,13.0585975
Carol Davila University of Medicine and Pharmacy,"Bulevardul Eroii Sanitari 8, București 050474, Romania",44.4349877,26.069722
University of Warsaw,"Stawki 5/7, 00-183 Warszawa, Poland",52.2526302,20.9905198
Philips University,"114 E Broadway Ave, Enid, OK 73701, USA",36.39742,-97.8441502
MTFS,"Olathe, KS 66062, USA",38.9159604,-94.7585615
Soonchunhyang University College of Medicine,"170 Jomaru-ro, Jung 1(il)-dong, Bucheon, Gyeonggi-do, South Korea",37.4983977,126.7628536
Leibniz Institute for Experimental Virology,"Einfahrt, Süderfeldstraße, 20251 Hamburg, Germany",53.5940538,9.973119299999999
UCLA School of Dentistry,"714 Tiverton Ave, Los Angeles, CA 90024, USA",34.066336,-118.4419807
University of LiJge,"Rue Louvrex 14, 4000 Liège, Belgium",50.6370205,5.5629338
Nagoya City University Graduate School of Medicinal Sciences,"Japan, 〒467-8601 愛知県名古屋市瑞穂区瑞穂町川澄１",35.1396085,136.9350324
Nanjing Medical University,"140 Hanzhong Rd, Gulou Qu, Nanjing Shi, Jiangsu Sheng, China, 210029",32.043846,118.774763
The Weizmann Institute of Science,"Herzl St 234, Rehovot, Israel",31.9045055,34.8083407
Lausanne University Hospital Lausanne,"Rue du Bugnon 46, 1011 Lausanne, Switzerland",46.5249174,6.6424293
Charité Campus Virchow Klinikum,"Augustenburger Pl. 1, 13353 Berlin, Germany",52.5420143,13.34313
Université Libre de Bruxelles,"Avenue Franklin Roosevelt 50, 1050 Bruxelles, Belgium",50.8132068,4.3822222
The University of Manitoba,"66 Chancellors Cir, Winnipeg, MB R3T 2N2, Canada",49.8075008,-97.1366259
Tanta University,"El-Gaish, Tanta Qism 2, Tanta, Gharbia Governorate, Egypt",30.7924391,30.9991409
Philipps University,"Biegenstraße 10, 35037 Marburg, Germany",50.8106859,8.7741641
"Universitario ""Niño Jesus""","Av. de Menéndez Pelayo, 65, 28009 Madrid, Spain",40.414431,-3.6761187
"Biotron Ltd, Innovations Building, ANU","The Australian National University, 124 Eggleston Rd, Canberra ACT 2601, Australia",-35.2826654,149.1158572
The British University in Egypt (BUE),"طريق مصر - الإسماعيلية الصحراوي، Al Shorouk, Cairo Governorate, Egypt",30.117748,31.6060825
CIMI-Paris,"6 Place d'Italie, 75013 Paris, France",48.8319042,2.3544432
"AVI BioPharma, Inc","4575 SW Research Way, Corvallis, OR 97333, USA",44.5520226,-123.3033417
Vet-school of Toulouse,"23 Chemin des Capelles, 31300 Toulouse, France",43.5991234,1.3835662
Médecins Sans Frontières-Operational Centre Brussels,"Rue de l'Arbre Bénit 46, 1050 Bruxelles, Belgium",50.8333319,4.3640535
Université de Normandie,"27 Rue Lucien Fromage, 76160 Darnétal, France",49.43838590000001,1.1364689
Oxfordshire Cat Clinic,"78A West Way, Botley, Oxford OX2 9JU, UK",51.7517096,-1.2990684
Institute for Scientific Interchange (ISI) Foundation,"33 W 42nd St, New York, NY 10036, USA",40.7544368,-73.9821542
San Diego State University,"5500 Campanile Dr, San Diego, CA 92182, USA",32.7759894,-117.0712533
Ruhr University Bochum,"Universitätsstraße 150, 44801 Bochum, Germany",51.44566589999999,7.261609300000001
IHU-Méditerranée Infection,"19-21 Boulevard Jean Moulin, 13005 Marseille, France",43.2898643,5.4006949
Faisal Specialist Hospital and Research Centre,"Zahrawi St, Al Maather، Al Maazer, Riyadh 12713, Saudi Arabia",24.6702825,46.6789229
St George's Hospital,"Blackshaw Rd, Tooting, London SW17 0QT, UK",51.4266424,-0.1750162
Kanazawa University Hospital,"13-1 Takaramachi, Kanazawa, Ishikawa 920-8641, Japan",36.5572189,136.6730611
Evangel University,"1111 N Glenstone Ave, Springfield, MO 65802, USA",37.2214863,-93.264054
UMA),"3101 W Dr Martin Luther King Jr Blvd, Tampa, FL 33607, USA",27.9834241,-82.4948383
ICGEB,"Località Padriciano, 99, 34149 Trieste TS, Italy",45.658034,13.829208
Ochoa Hospital,"Paseo Alfonso Cañas Nogueras, 29603 Marbella, Málaga, Spain",36.5072965,-4.8818018
Akita Prefectural College of Agriculture,"Kaidōbatanishi-241-438 Shimoshinjōnakano, Akita, 010-0195, Japan",39.8008319,140.0462458
Laramie Peak Veterinary Associates,"28 W Frontage Rd, Wheatland, WY 82201, USA",42.043371,-104.967433
Australian National University Medical School,"Building 4, The Canberra Hospital, Hospital Rd, Garran ACT 2605, Australia",-35.3454013,149.1021058
University of Navarra,"Campus Universitario, 31009 Pamplona, Navarra, Spain",42.8014918,-1.6597366
Uppsala University,"Uppsala, 752 36 Uppsala, Sweden",59.85090049999999,17.6300093
National Public Health Laboratory,"21 Slipe Pen Rd, Kingston, Jamaica",17.980554,-76.7942241
University of Porto (IPATIMUP),"Rua Júlio Amaral de Carvalho 45, 4200-135 Porto, Portugal",41.1760421,-8.6017891
University of Arkansas for Medical Science,"4301 W Markham St, Little Rock, AR 72205, USA",34.7493139,-92.32054
Tokyo Medical University Hospital,"6-chōme-7-1 Nishishinjuku, Shinjuku City, Tōkyō-to 160-0023, Japan",35.6938566,139.692526
Immunology University of Utah,"50 N Medical Dr, Salt Lake City, UT 84132, USA",40.7716244,-111.8370647
University of Lleida-Agrotecnio Center,"Av. Alcalde Rovira Roure, 191, 25198 Lleida, Spain",41.6300253,0.5946505
VIB,"1845 E Sunshine St, Springfield, MO 65804, USA",37.1820347,-93.2607003
Smithsonian National Museum of Natural History,"10th St. & Constitution Ave. NW, Washington, DC 20560, USA",38.8912662,-77.0260654
Chinese Culture University,"No. 55號, Huagang Road, Shilin District, Taipei City, Taiwan 111",25.1359859,121.5389375
National Dairy Development Board,"2107 Wilson Blvd Suite 600, Arlington, VA 22201, USA",38.8930088,-77.08538829999999
NewYork-Presbyterian Morgan Stanley Children's Hospital,"3959 Broadway At, W 165th St, New York, NY 10032, USA",40.8398447,-73.9413787
청주,"Cheongju-si, Chungcheongbuk-do, South Korea",36.6424341,127.4890319
Fujian Institute of Education,"China, Fujian Sheng, Fuzhou Shi, Gulou Qu, Huan Xi Hu Shang Quan, Mengshan Rd, 梦山巷",26.087853,119.286098
Harvard Uni-versity,"Cambridge, MA, USA",42.3770029,-71.11666009999999
Internal Medicine -Al-Madinah,"8803 S 101st E Ave # 295, Tulsa, OK 74133, USA",36.03620799999999,-95.86249400000001
Universita Èt Leipzig,"Augustusplatz 10, 04109 Leipzig, Germany",51.3385738,12.3784615
Istituto Zooprofilattico Sperimentale,"Viale dell'Università, 10, 35020 Legnaro PD, Italy",45.3485098,11.9586467
'Sapienza' University,"Piazzale Aldo Moro, 5, 00185 Roma RM, Italy",41.9037216,12.5146978
Medical College of Wisconsin,"8701 W Watertown Plank Rd, Wauwatosa, WI 53226, USA",43.0429926,-88.02212
Institut Cochin,"22 Rue Mechain, 75014 Paris, France",48.8359646,2.3387555
Friedrich-Schiller-University,"Fürstengraben 1, 07743 Jena, Germany",50.9294302,11.5896707
Stony Brook University Medical Center,"101 Nicolls Rd, Stony Brook, NY 11794, USA",40.9088246,-73.1147874
"Cortex Pharmaceuticals, Inc","126 Valley Rd C, Glen Rock, NJ 07452, USA",40.9627225,-74.1300942
University of California San Francisco,"1701 Divisadero St, San Francisco, CA 94115, USA",37.7854795,-122.4401581
National Center for Advancing Translational Sciences,"9800 Medical Center Dr, Rockville, MD 20850, USA",39.0958216,-77.1971631
Hubei University of Chinese Medicine,"1 Huangjiahu W Rd, Hongshan Qu, Wuhan Shi, Hubei Sheng, China",30.44873,114.271682
Universitè Laval,"2325 Rue de l'Université, Québec, QC G1V 0A6, Canada",46.78174629999999,-71.2747424
Fujian Provincial Hospital,"134 East St, Wu Si Lu Zhong Yang Shang Wu Qu, Gulou Qu, Fuzhou Shi, Fujian Sheng, China",26.087529,119.306501
Zentrum für Pneumologie,"Lister Meile 13, 30161 Hannover, Germany",52.380941,9.744608999999999
University of Wisconsin-Madison,"Madison, WI, USA",43.076592,-89.4124875
National Center for Occupational Health and Infection Control,"801 S Rancho Dr F1, Las Vegas, NV 89106, USA",36.1621507,-115.1722555
Secretaria de Saúde Municipal do Estado de São Paulo (CCD),"Rua Gen. Jardim, 36 - Vila Buarque, São Paulo - SP, 01223-010, Brazil",-23.5445735,-46.645003
Walden University,"100 S Washington Ave #900, Minneapolis, MN 55401, USA",44.98128639999999,-93.2656945
Bielefeld University,"Universitätsstraße 25, 33615 Bielefeld, Germany",52.0367238,8.4952413
Northern Illinois University,"1425 Lincoln Hwy, DeKalb, IL 60115, USA",41.934233,-88.774069
Public Health Consulting Ltd,"5920 Star Ln, Houston, TX 77057, USA",29.727748,-95.483327
Ikaria Inc,"1060 Allendale Dr, Port Allen, LA 70767, USA",30.44407559999999,-91.22095100000001
Imperial College of London,"South Kensington, London SW7 2BU, UK",51.49879970000001,-0.1748772
Hangzhou DeBuYou Health Technology Co. Ltd,"Hangzhou, Zhejiang, China",30.274084,120.15507
National Library of Medicine National Institutes of Health Bethesda,"9000 Rockville Pike, Bethesda, MD 20892, USA",39.0002973,-77.1028602
Huazhong University of Science and Technology,"1037 Luoyu Rd, Hongshan Qu, Wuhan Shi, Hubei Sheng, China, 430074",30.5130043,114.4202756
Aix-Marseille University,"Chemin de la Batterie des Lions, 13007 Marseille, France",43.280991,5.350097799999999
Ernst-Moritz-Arndt Universität,"Domstraße 11, 17489 Greifswald, Germany",54.0949653,13.374584
Dongguk University,"440 Shatto Pl, Los Angeles, CA 90020, USA",34.0659512,-118.2897439
Hôpital A. Laveran,"Hôpital Laveran, 13013 Marseille, France",43.3268547,5.4135874
Agripolis -Viale dell'Università,"Viale dell'Università, 12, 35020 Legnaro PD, Italy",45.34763299999999,11.9586161
Bundesforschungsinstitut für Tiergesundheit,"Südufer 10, 17493 Greifswald, Germany",54.1827433,13.3629762
University Campus,"3300 S Market St, Rogers, AR 72758, USA",36.306347,-94.1886111
Seattle Biomedical Research Institute,"3500 Columbia Rd, Seattle, WA 98195, USA",47.6511913,-122.3117217
Vancouver General Hospital,"899 W 12th Ave, Vancouver, BC V5Z 1M9, Canada",49.261616,-123.1239113
Saveh University of Medical Sciences,"Markazi Province, Saveh, خیابان جمهوری، Iran",35.0254278,50.3545931
Ministère de la Sante,"1075 Ch Ste-Foy, Québec, QC G1S 2M1, Canada",46.797954,-71.246117
Saint Louis University,"1 N Grand Blvd, St. Louis, MO 63103, USA",38.6346955,-90.23405869999999
Central Queensland University,"554-700 Yaamba Rd, Norman Gardens QLD 4701, Australia",-23.3264685,150.5189408
American Memorial Hospital,"510 Roosevelt St, American Falls, ID 83211, USA",42.7815881,-112.8487136
Makerere University College of Health Sciences,"University Rd, Kampala, Uganda",0.3292819,32.5710773
Université Claude Bernard Lyon,"43 Boulevard du 11 Novembre 1918, 69100 Villeurbanne, France",45.7795871,4.8656025
"Pfizer Ltd, Sandwich","Discovery Park, Ramsgate Rd, Sandwich CT13 9ND, UK",51.288417,1.341476
Shanghai Maritime University,"1550 Haigang Ave, Pudong Xinqu, Shanghai Shi, China",30.874115,121.905446
Radcliffe Observatory Quarter,"Green Templeton College, 43 Woodstock Rd, Oxford OX2 6HG, UK",51.7608481,-1.2630906
Tulane University Heath Sciences Center,"1415 Tulane Ave, New Orleans, LA 70112, USA",29.9553868,-90.07649169999999
CHU de Caen,"Avenue de la Côte de Nacre, 14000 Caen, France",49.2056082,-0.3576887
University Children's Hospital,"200 Hawkins Dr, Iowa City, IA 52242, USA",41.658408,-91.5491457
Thomas' Hospital,"189 Elm St, St Thomas, ON N5R 5C4, Canada",42.7632751,-81.18049889999999
SUNY at BuValo,"Buffalo, NY 14260, USA",43.0008093,-78.7889697
Taichung Veteran General Hospital,"No. 1650號, Section 4, Taiwan Boulevard, Xitun District, Taichung City, Taiwan 40705",24.1846146,120.6045116
National Taiwan University,"No. 1, Section 4, Roosevelt Rd, Da’an District, Taipei City, Taiwan 10617",25.0173405,121.5397518
Tibet University,"36 Jiangsu Rd, Chengguan Qu, Lasa Shi, Xizang Zizhiqu, China",29.646222,91.14678099999999
University of Bari,"Piazza Umberto I, 1, 70121 Bari BA, Italy",41.1205546,16.8684745
Uppsala University Hospital,"Sjukhusvägen, 751 85 Uppsala, Sweden",59.84882589999999,17.6407519
Chinese Academy of Sciences,"1600 Broadway #200, Oakland, CA 94612, USA",37.80600039999999,-122.2696909
Vancouver General Hospital Respiratory Clinic,"2775 Laurel St 7th Floor, Vancouver, BC V5Z 1M9, Canada",49.2612028,-123.1260842
Greifswald University,"Domstraße 11, 17489 Greifswald, Germany",54.0949653,13.374584
université de Sfax,"Université de Route de l'Aéroport Km 0.5 BP 1169 .3029 Sfax Sfax, Sfax 3029, Tunisia",34.7360653,10.7428075
University of California-Irvine,"Irvine, CA 92697, USA",33.6404952,-117.8442962
Heilongjiang University of Chinese Medicine,"24 Heping Rd, Xiangfang Qu, Haerbin Shi, Heilongjiang Sheng, China",45.725138,126.64942
Henan University of Science and Technology,"263 Kaiyuan Ave, Luolong Qu, Luoyang Shi, Henan Sheng, China",34.603664,112.422678
Majmaah University,"Industrial Area, Al Majma'ah 15341, Saudi Arabia",25.8683081,45.4209043
Wadsworth Center-New York State De-partment of Health,"Empire State Plaza, Albany, NY 12201, USA",42.6484864,-73.7592767
The University of Utah School of Medicine,"30 N 1900 E, Salt Lake City, UT 84132, USA",40.7698752,-111.8355312
Hallym University College of Medicine,"77 Sakju-ro, Gyo-dong, Chuncheon, Gangwon-do, South Korea",37.8840932,127.7399138
St. Mary's Regional Medical Center,"305 S 5th St, Enid, OK 73701, USA",36.3936374,-97.8716146
Université Paul Sabatier (Toulouse3),"Route de Narbonne, 31330 Toulouse, France",43.5618994,1.470052
hôpital Henri-Mondor,"51 Avenue du Maréchal de Lattre de Tassigny, 94010 Créteil, France",48.7980441,2.4517989
Estonian University of Life Sciences,"Friedrich Reinhold Kreutzwaldi 1a, 51014 Tartu, Estonia",58.3905409,26.6963753
The Second Hospital of Tianjin Medical University,"Pingjiang Rd, Hexi Qu, Tianjin Shi, China",39.08322700000001,117.219999
Nursing School of Central South University,"411 S Nedderman Dr, Arlington, TX 76010, USA",32.72882360000001,-97.1114908
"St. Augustine, Trinidad and Tobago","St Augustine, Trinidad and Tobago",10.6473412,-61.3997773
Universidade do Minho,"R. da Universidade, 4710-057 Braga, Portugal",41.5607319,-8.3962368
Sindh Agriculture University Tandojam,"Mirpur Khas Rd, Tando Jam, Hyderabad, Sindh, Pakistan",25.4264844,68.5433892
National Library of Medicine National Institutes oj Health Bethesda,"9000 Rockville Pike, Bethesda, MD 20892, USA",39.0002973,-77.1028602
Singapore Management University,"81 Victoria St, Singapore 188065",1.2962727,103.8501578
University of Texas Health Science Center San Antonio,"7703 Floyd Curl Dr, San Antonio, TX 78229, USA",29.5074654,-98.57535209999999
Magnus University,"K. Donelaičio g. 58, Kaunas 44248, Lithuania",54.8985711,23.9140946
University College London Hospitals NHS Foundation Trust,"12 Queen Square, Holborn, London WC1N 3BG, UK",51.5218467,-0.1218867
Marshfield Labs,"1000 N Oak Ave, Marshfield, WI 54449, USA",44.6798091,-90.1781683
Georges-Koehler-Allee,"Georges-Köhler-Allee, 79110 Freiburg im Breisgau, Germany",48.0141891,7.8330731
The Children's Hospital of Philadelphia,"3401 Civic Center Blvd, Philadelphia, PA 19104, USA",39.9476081,-75.1953855
Comenius University in Bratislava,"Šafárikovo námestie 6, 814 99 Bratislava-Staré Mesto, Slovakia",48.14119179999999,17.1159646
Weill Cornell Medical Center,"525 E 68th St, New York, NY 10065, USA",40.7643076,-73.9542869
Joint Genome Institute,"Berkeley, CA 94720, USA",37.8771868,-122.2508802
Sheba Medical Center,"Derech Sheba 2, Ramat Gan, Israel",32.04671,34.842852
Hvidovre University Hospital,"Kettegård Alle 30, 2650 Hvidovre, Denmark",55.648779,12.470292
Swiss Federal Institute of Technology ETH Hönggerberg,"Stefano- Franscini-Platz 5, 8049 Zürich, Switzerland",47.4085885,8.5061792
University of Occupational and Environmental Health,"1-1 Iseigaoka, Yahatanishi-ku, Kitakyushu, Fukuoka 807-8555, Japan",33.8779164,130.7128213
Universidade de Sa˜o Paulo,"Butanta, São Paulo - State of São Paulo, Brazil",-23.5613991,-46.7307891
Luoyang Central Hospital Affiliated to Zhengzhou University,"288 Zhongzhou Middle Rd, Xigong Qu, Luoyang Shi, Henan Sheng, China",34.66817,112.430413
Saga University,"Honjo-1 Honjomachi, Saga, 840-8502, Japan",33.2417795,130.2912247
